External ID,A1 Attention,A1 Addressee,A1 Address 1,A1 City,A1 State,A1 Zip,A1 Country,A1 Default Shipping,A1 Default Billing,A2 Attention,A2 Addressee,A2 Address 1,A2 City,A2 State,A2 Zip,A2 Country,A2 Default Shipping,A2 Default Billing
NORDRACK-472,Store # 472,Ravenswood Rack,1771 E Bayshore Ave,East Palo Alto,CA,94303,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-475,Store # 475,Oakridge Rack,925 Blossom Hill Rd,San Jose,CA,95123,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-476,Store # 476,Persimmon Place Rack,5300 Dublin Blvd,Dublin,CA,94568,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-477,Store # 477,Redfield Promenade Rack,4995 S Virginia St,Reno,NV,89502,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-478,Store # 478,Pacific Commons Rack,43706 Christy St,Fremont,CA,94538,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-479,Store # 479,Sunvalley Shopping Center Rack,703 Contra Costa Blvd,Pleasant Hill,CA,94523,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-481,Store # 481,Palladio at Broadstone Rack,440 Palladio Pkwy,Folsom,CA,95630,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-482,Store # 482,Coddingtown Rack,180 Coddingtown Center,Santa Rosa,CA,95401,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-483,Store # 483,Vintage Oaks Rack,212 Vintage Way,Novato,CA,94945,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-484,Store # 484,Nut Tree Rack,"1621 E Monte Vista Ave, Ste C",Vacaville,CA,95688,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-485,Store # 485,Cooper Point Marketplace Rack,"1200 Cooper Point Rd SW, Ste 102",Olympia,WA,98502,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-490,Store # 490,Gilroy Crossing Rack,6725 Camino Arroyo,Gilroy,CA,95020,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-491,Store # 491,SLO Promenade Rack,323 Madonna Rd,San Luis Obispo,CA,93405,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-497,Store # 497,Valley Mall Union Gap Rack,1740 E Washington Ave,Union Gap,WA,98903,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-509,Store # 509,Rack at 31st & 6th,865 Ave of the Americas,New York,NY,10001,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-515,Store # 515,Union Square Rack,60 E 14th St,New York,NY,10003,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-519,Store # 519,City Center Rack,3 City Place,White Plains,NY,10601,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-529,Store # 529,The Gallery at Westbury Plaza Rack,1040 Old Country Rd,Garden City,NY,11590,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-533,Store # 533,Warwick Mall Rack,400 Bald Hill Rd,Warwick,RI,02886,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-539,Store # 539,Bergen Rack,510 Bergen Town Center,Paramus,NJ,07652,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-541,Store # 541,University Station Rack,231 University Ave,Westwood,MA,02090,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-542,Store # 542,Liberty Tree Rack,50 Independence Way,Danvers,MA,01923,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-543,Store # 543,Middlesex Commons Rack,43 Middlesex Turnpike,Burlington,MA,01803,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-544,Store # 544,Willow Grove Park Rack,2500 W Moreland Rd,Willow Grove,PA,19090,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-545,Store # 545,West Farm Shopping Center Rack,1600 S E Rd,Farmington,CT,06032,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-546,Store # 546,Shoppers World Rack,1 Worcester Rd,Framingham,MA,01701,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-547,Store # 547,Newbury Rack,497 Boylston St,Boston,MA,02116,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-548,Store # 548,Manhasset Center Rack,1400 Northern Blvd,Manhasset,NY,11030,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-550,Store # 550,The Shoppes at Blackstone Valley Rack,70 Worcester Providence Turnpike,Millbury,MA,01527,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-551,Store # 551,Chestnut Street Rack,1700 Chestnut St,Philadelphia,PA,19103,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-552,Store # 552,Maine Crossing Rack,"200 Running Hill Rd, Ste 5",South Portland,ME,04106,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-553,Store # 553,Braintree Rack,"200 Grossman Dr, Ste 102",Braintree,MA,02184,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-554,Store # 554,Boulevard Consumer Square Rack,1579 Niagara Falls Blvd,Amherst,NY,14228,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-555,Store # 555,Mercer Mall Rack,3371 US Hwy 1,Lawrenceville,NJ,08648,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-610,Store # 610,Presidential Markets Rack,1905 Scenic Hwy N,Snellville,GA,30078,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-620,Store # 620,Denton Crossing Rack,"1800 S Loop 288, Ste 210",Denton,TX,76205,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-624,Store # 624,Potomac Mills Rack,2700 Potomac Mills Cir,Woodbridge,VA,22192,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-625,Store # 625,Columbia Crossing Rack,6141 Columbia Crossing Cir,Columbia,MD,21045,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-627,Store # 627,Towson Rack,700 Fairmount Ave,Towson,MD,21286,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-633,Store # 633,Gaithersburg Rack,15760 Shady Grove Rd,Gaithersburg,MD,20877,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-634,Store # 634,King of Prussia Rack,101 Town Square Pl,King of Prussia,PA,19406,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-640,Store # 640,Fair Lakes Promenade Rack,12199 Fair Lakes Promenade Dr,Fairfax,VA,22033,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-641,Store # 641,Carolina Pavilion Rack,9563 South Blvd,Charlotte,NC,28273,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-642,Store # 642,Cherry Hill Garden State Park Rack,"951 Haddonfield Rd, Ste A",Cherry Hill,NJ,08002,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-643,Store # 643,Annapolis Harbour Center Rack,2540 Solomons Island Rd,Annapolis,MD,21402,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-644,Store # 644,Tysons Corner Rack,"8027 Leesburg Pike, Ste 101",Vienna,VA,22182,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-645,Store # 645,Christiana Fashion Center Rack,2400 Fashion Center Blvd,Newark,DE,19702,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-646,Store # 646,Livingston Center Rack,530 W Mount Pleasant Ave,Livingston,NJ,07039,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-647,Store # 647,Rockaway Commons Rack,343 Mount Hope Ave,Rockaway,NJ,07801,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-648,Store # 648,Hamilton Crossings Rack,"750 N Krocks Rd, Ste 303",Allentown,PA,18106,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-649,Store # 649,Wayne Town Center Rack,141 State Route 23,Wayne,NJ,07470,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-650,Store # 650,Crossroads at Eatontown Rack,231 Highway 35,Eatontown,NJ,07724,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-651,Store # 651,Chimney Rock Rack,362 Chimney Rock Rd,Bound Brook,NJ,08805,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-652,Store # 652,Shoppes at Belmont Rack,1585 Fruitville Pike,Lancaster,PA,17601,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-656,Store # 656,Lincoln Plaza Rack,"2424 E Lincoln Hwy, Ste 500",Langhorne,PA,19047,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-658,Store # 658,Terrace at Hamilton Place Rack,"2220 Hamilton Place Blvd, Ste 126",Chattanooga,TN,37421,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-660,Store # 660,Woodmore Towne Center Rack,"2700 Campus Way N, Ste 100",Lanham,MD,20706,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-661,Store # 661,Canton Crossing Rack,3967 Boston St,Baltimore,MD,21224,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-670,Store # 670,Dulles Town Crossing Rack,45575 Dulles Eastern Plaza,Sterling,VA,20166,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-671,Store # 671,Pentagon Center Rack,"1201 S Hayes St, Ste A",Arlington,VA,22202,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-673,Store # 673,Downtown DC Rack,"1800 L St NW, Ste 102",Washington,DC,20036,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
NORDRACK-674,Store # 674,Springfield Town Center Rack,6501 Springfield Mall,Springfield,VA,22150,US,T,F,Accounts Payable,Nordstrom,P.O. Box 870,Seattle,WA,98111,US,F,T
